rating,date,bank,cleaned_text,sentiment_score,sentiment_label,bank_id
5,2025-05-24,Commercial Bank of Ethiopia,good app,0.9998493194580078,positive,1
5,2025-05-24,Commercial Bank of Ethiopia,love,0.9998735189437866,positive,1
5,2025-05-24,Commercial Bank of Ethiopia,make life easy,0.999527096748352,positive,1
1,2025-05-24,Commercial Bank of Ethiopia,fast,0.9989494681358336,positive,1
4,2025-05-23,Commercial Bank of Ethiopia,wow,0.999592125415802,positive,1
5,2025-05-23,Commercial Bank of Ethiopia,sooo good,0.9998644590377808,positive,1
5,2025-05-23,Commercial Bank of Ethiopia,excellent,0.9998434782028198,positive,1
1,2025-05-23,Commercial Bank of Ethiopia,ok,0.9997851252555848,positive,1
5,2025-05-23,Commercial Bank of Ethiopia,fantastic,0.9998743534088136,positive,1
5,2025-05-23,Commercial Bank of Ethiopia,accessible use,0.9996153116226196,positive,1
4,2025-05-23,Commercial Bank of Ethiopia,like,0.9910564422607422,positive,1
5,2025-05-23,Commercial Bank of Ethiopia,good,0.999816119670868,positive,1
5,2025-05-23,Commercial Bank of Ethiopia,change default network,0.9772279858589172,negative,1
5,2025-05-23,Commercial Bank of Ethiopia,nice,0.9998552799224854,positive,1
5,2025-05-23,Commercial Bank of Ethiopia,nice fast app,0.999833345413208,positive,1
5,2025-05-22,Commercial Bank of Ethiopia,well,0.9995703101158142,positive,1
5,2025-05-22,Commercial Bank of Ethiopia,get money,0.6802442073822021,negative,1
1,2025-05-22,Commercial Bank of Ethiopia,bad can not even load need improve service,0.999322772026062,negative,1
4,2025-05-22,Commercial Bank of Ethiopia,good app please make reliable crash sometimes,0.998899221420288,positive,1
3,2025-05-22,Commercial Bank of Ethiopia,busy not know prefer 889,0.9668076634407043,negative,1
4,2025-05-22,Commercial Bank of Ethiopia,sometimes nasty lag several hour fix rest,0.997215747833252,negative,1
1,2025-05-22,Commercial Bank of Ethiopia,boring mobil banking application ethiopiaplease use alternative private bank mobile banking app,0.9898505210876464,negative,1
5,2025-05-22,Commercial Bank of Ethiopia,hojii bonsaadha,0.9568662047386168,positive,1
5,2025-05-22,Commercial Bank of Ethiopia,ok,0.9997851252555848,positive,1
5,2025-05-22,Commercial Bank of Ethiopia,userfriendly appsbecause app easy,0.9732796549797058,negative,1
5,2025-05-22,Commercial Bank of Ethiopia,awosome,0.6613027453422546,negative,1
5,2025-05-22,Commercial Bank of Ethiopia,good app,0.9998493194580078,positive,1
5,2025-05-22,Commercial Bank of Ethiopia,sync problem may 22 2025 date stack may 8 2025 help pls,0.9966762065887452,negative,1
5,2025-05-22,Commercial Bank of Ethiopia,app nice,0.9997228980064392,positive,1
1,2025-05-22,Commercial Bank of Ethiopia,hate app,0.9996696710586548,negative,1
5,2025-05-22,Commercial Bank of Ethiopia,trustful,0.9998213648796082,positive,1
5,2025-05-21,Commercial Bank of Ethiopia,like,0.9910564422607422,positive,1
4,2025-05-21,Commercial Bank of Ethiopia,update issue,0.5473247170448303,positive,1
1,2025-05-21,Commercial Bank of Ethiopia,work safari network,0.665743350982666,positive,1
1,2025-05-21,Commercial Bank of Ethiopia,oldie,0.6663163304328918,negative,1
1,2025-05-21,Commercial Bank of Ethiopia,not work,0.9997414946556092,negative,1
5,2025-05-21,Commercial Bank of Ethiopia,well,0.9995703101158142,positive,1
1,2025-05-21,Commercial Bank of Ethiopia,app good use well,0.999492645263672,positive,1
5,2025-05-21,Commercial Bank of Ethiopia,ok,0.9997851252555848,positive,1
5,2025-05-21,Commercial Bank of Ethiopia,good app,0.9998493194580078,positive,1
5,2025-05-21,Commercial Bank of Ethiopia,nice app android phone,0.9996562004089355,positive,1
5,2025-05-21,Commercial Bank of Ethiopia,good app,0.9998493194580078,positive,1
5,2025-05-21,Commercial Bank of Ethiopia,yes yes,0.9997482895851136,positive,1
1,2025-05-21,Commercial Bank of Ethiopia,,0.7481208443641663,positive,1
5,2025-05-21,Commercial Bank of Ethiopia,easy use helpful life,0.9875379800796508,positive,1
4,2025-05-21,Commercial Bank of Ethiopia,good,0.999816119670868,positive,1
5,2025-05-21,Commercial Bank of Ethiopia,good mobile banking app,0.9997872710227966,positive,1
4,2025-05-21,Commercial Bank of Ethiopia,app useful appit save timeand secure,0.6832627058029175,positive,1
5,2025-05-21,Commercial Bank of Ethiopia,good application,0.999854564666748,positive,1
2,2025-05-20,Commercial Bank of Ethiopia,screenshot reffresh option annoying make transaction delay activity,0.9992865920066832,negative,1
1,2025-05-20,Commercial Bank of Ethiopia,poor service,0.999653458595276,negative,1
5,2025-05-20,Commercial Bank of Ethiopia,amazing,0.999875545501709,positive,1
5,2025-05-20,Commercial Bank of Ethiopia,reliable easy use,0.9996548891067504,positive,1
1,2025-05-20,Commercial Bank of Ethiopia,annoying mobile banking app ever see,0.9995749592781068,negative,1
5,2025-05-20,Commercial Bank of Ethiopia,eliasmel,0.8750346302986145,positive,1
5,2025-05-20,Commercial Bank of Ethiopia,cbe mobile banking,0.8304283022880554,positive,1
5,2025-05-19,Commercial Bank of Ethiopia,can not make screenshout app please make modification,0.9974300265312196,negative,1
5,2025-05-18,Commercial Bank of Ethiopia,good app love,0.9998713731765748,positive,1
5,2025-05-18,Commercial Bank of Ethiopia,nice app,0.9998061060905457,positive,1
5,2025-05-18,Commercial Bank of Ethiopia,wow,0.999592125415802,positive,1
5,2025-05-18,Commercial Bank of Ethiopia,amazing applicatiom sometimes not work,0.9390804767608644,negative,1
5,2025-05-18,Commercial Bank of Ethiopia,well satisfied beautiful app,0.999863862991333,positive,1
4,2025-05-17,Commercial Bank of Ethiopia,good,0.999816119670868,positive,1
5,2025-05-17,Commercial Bank of Ethiopia,good app,0.9998493194580078,positive,1
5,2025-05-17,Commercial Bank of Ethiopia,good,0.999816119670868,positive,1
5,2025-05-17,Commercial Bank of Ethiopia,workingwhy,0.8490011692047119,positive,1
5,2025-05-17,Commercial Bank of Ethiopia,great impact developer option turnoff fix,0.9929901361465454,positive,1
5,2025-05-16,Commercial Bank of Ethiopia,excellent,0.9998434782028198,positive,1
1,2025-05-16,Commercial Bank of Ethiopia,always disappoint especially ios one similar local application extremely superior application really disappointing,0.9993792772293092,negative,1
5,2025-05-16,Commercial Bank of Ethiopia,woxe harimo ribiso,0.9374372959136964,negative,1
5,2025-05-16,Commercial Bank of Ethiopia,good,0.999816119670868,positive,1
5,2025-05-16,Commercial Bank of Ethiopia,good easy use,0.9997110962867736,positive,1
5,2025-05-15,Commercial Bank of Ethiopia,good app,0.9998493194580078,positive,1
5,2025-05-14,Commercial Bank of Ethiopia,good job,0.999835729598999,positive,1
5,2025-05-14,Commercial Bank of Ethiopia,good,0.999816119670868,positive,1
5,2025-05-14,Commercial Bank of Ethiopia,nice,0.9998552799224854,positive,1
2,2025-05-14,Commercial Bank of Ethiopia,please kindly ask update app allow we screenshot convenient efficient long add security access reason block we screenshoote screen,0.984301507472992,negative,1
4,2025-05-13,Commercial Bank of Ethiopia,use cbe mobile banking app overall appreciate feutere however nottice turn developer option divice appstop function prorerly itwould great could look issue l often need access developer set otter application thankyou attention matter,0.8616839051246643,positive,1
1,2025-05-13,Commercial Bank of Ethiopia,customer service bad nothing good bank,0.9995587468147278,negative,1
5,2025-05-13,Commercial Bank of Ethiopia,amazing mobile banking appbut screenshot receipt not work,0.9819648861885072,negative,1
5,2025-05-12,Commercial Bank of Ethiopia,fast simple easy use,0.9955869913101196,positive,1
5,2025-05-11,Commercial Bank of Ethiopia,fast transferring app ever reliable,0.9836640357971193,positive,1
3,2025-05-11,Commercial Bank of Ethiopia,fund transfer bank reflect account even though confirmation text message receive,0.9479048252105712,negative,1
5,2025-05-10,Commercial Bank of Ethiopia,easy fast,0.997892439365387,positive,1
1,2025-05-09,Commercial Bank of Ethiopia,app not self activation look near cbe branch disgust,0.9988967180252076,negative,1
5,2025-05-09,Commercial Bank of Ethiopia,hello dearest cbe office personnel make benefit use interest free account thank help,0.9925702214241028,positive,1
5,2025-05-09,Commercial Bank of Ethiopia,wow good application ever,0.9998518228530884,positive,1
5,2025-05-08,Commercial Bank of Ethiopia,good,0.999816119670868,positive,1
1,2025-05-08,Commercial Bank of Ethiopia,sorry developer mode application hack sure developer stupid not make sense,0.9997968077659608,negative,1
4,2025-05-08,Commercial Bank of Ethiopia,well,0.9995703101158142,positive,1
5,2025-05-08,Commercial Bank of Ethiopia,pride ethiopian bank,0.9983717799186708,positive,1
1,2025-05-07,Commercial Bank of Ethiopia,app tell turn developer option please fix,0.9595407843589784,negative,1
5,2025-05-07,Commercial Bank of Ethiopia,good,0.999816119670868,positive,1
5,2025-05-07,Commercial Bank of Ethiopia,ok,0.9997851252555848,positive,1
5,2025-05-07,Commercial Bank of Ethiopia,happy small prob transfer can not put transfer cashe bil dic,0.907800555229187,positive,1
5,2025-05-06,Commercial Bank of Ethiopia,ok,0.9997851252555848,positive,1
3,2025-05-06,Commercial Bank of Ethiopia,good,0.999816119670868,positive,1
5,2025-05-06,Commercial Bank of Ethiopia,amazing app,0.9998670816421508,positive,1
5,2025-05-06,Commercial Bank of Ethiopia,service mobile banking,0.7986069321632385,positive,1
1,2025-05-06,Commercial Bank of Ethiopia,need improvement,0.9830952286720276,negative,1
1,2025-05-06,Commercial Bank of Ethiopia,miss old one could not send mony bank,0.9977606534957886,negative,1
2,2025-05-06,Commercial Bank of Ethiopia,app recently crush time open try make transfersit use good take lesson dashen super app ethiotelecom befit experience glory inv3st make friendly convenient consider leave cbe good,0.6723790764808655,positive,1
4,2025-05-06,Commercial Bank of Ethiopia,good week oky,0.9998664855957032,positive,1
5,2025-05-06,Commercial Bank of Ethiopia,well design fix bug two step verification biometric simply great,0.9967470169067384,positive,1
5,2025-05-06,Commercial Bank of Ethiopia,good app,0.9998493194580078,positive,1
1,2025-05-05,Commercial Bank of Ethiopia,developer read please fix screenshot functionality least download button work flawlessly without touch twenty time,0.9815652966499328,negative,1
5,2025-05-05,Commercial Bank of Ethiopia,great jobbut one thing not place transfer bank face like mobile charge card place,0.583672821521759,positive,1
5,2025-05-05,Commercial Bank of Ethiopia,cbe mobilr bankg,0.8703052997589111,positive,1
1,2025-05-05,Commercial Bank of Ethiopia,wow,0.999592125415802,positive,1
3,2025-05-04,Commercial Bank of Ethiopia,verygood,0.9988996982574464,positive,1
5,2025-05-04,Commercial Bank of Ethiopia,,0.7481208443641663,positive,1
1,2025-05-04,Commercial Bank of Ethiopia,low quality application,0.9989878535270692,negative,1
5,2025-05-04,Commercial Bank of Ethiopia,amazing app,0.9998670816421508,positive,1
1,2025-05-04,Commercial Bank of Ethiopia,,0.7481208443641663,positive,1
5,2025-05-03,Commercial Bank of Ethiopia,wow simple life,0.9997076392173768,positive,1
5,2025-05-03,Commercial Bank of Ethiopia,nice,0.9998552799224854,positive,1
5,2025-05-03,Commercial Bank of Ethiopia,stack sometimes,0.968962550163269,negative,1
5,2025-05-03,Commercial Bank of Ethiopia,good app,0.9998493194580078,positive,1
5,2025-05-03,Commercial Bank of Ethiopia,nice,0.9998552799224854,positive,1
1,2025-05-03,Commercial Bank of Ethiopia,okay sometimes busy,0.995305597782135,positive,1
1,2025-05-03,Commercial Bank of Ethiopia,bad commercial company fail even normal thing,0.9997685551643372,negative,1
5,2025-05-02,Commercial Bank of Ethiopia,good app disappoint general cessation system,0.6307957172393799,negative,1
5,2025-05-02,Commercial Bank of Ethiopia,excellent,0.9998434782028198,positive,1
5,2025-05-02,Commercial Bank of Ethiopia,good,0.999816119670868,positive,1
5,2025-05-02,Commercial Bank of Ethiopia,good fast,0.9998499155044556,positive,1
1,2025-05-02,Commercial Bank of Ethiopia,unreliable,0.9997265934944152,negative,1
5,2025-05-02,Commercial Bank of Ethiopia,well good fast,0.9998626708984376,positive,1
5,2025-05-02,Commercial Bank of Ethiopia,good app,0.9998493194580078,positive,1
5,2025-05-02,Commercial Bank of Ethiopia,happy,0.99987530708313,positive,1
5,2025-05-02,Commercial Bank of Ethiopia,fast reliable,0.9998382329940796,positive,1
2,2025-05-02,Commercial Bank of Ethiopia,network errorrrrrr,0.9978076815605164,negative,1
4,2025-05-02,Commercial Bank of Ethiopia,good app problem can not send money telebirr mpesa add could use full,0.9856692552566528,negative,1
5,2025-05-02,Commercial Bank of Ethiopia,good simple use,0.9997674822807312,positive,1
1,2025-05-02,Commercial Bank of Ethiopia,wor app like bank security network access,0.9716222882270812,negative,1
5,2025-05-02,Commercial Bank of Ethiopia,good app,0.9998493194580078,positive,1
1,2025-05-02,Commercial Bank of Ethiopia,bad good,0.9997218251228333,positive,1
5,2025-05-02,Commercial Bank of Ethiopia,nice,0.9998552799224854,positive,1
3,2025-04-30,Commercial Bank of Ethiopia,work week,0.9412038326263428,positive,1
4,2025-04-29,Commercial Bank of Ethiopia,crash frequently,0.9985750913619996,negative,1
5,2025-04-28,Commercial Bank of Ethiopia,good,0.999816119670868,positive,1
5,2025-04-28,Commercial Bank of Ethiopia,simply describe app make work easier,0.9678959250450134,positive,1
5,2025-04-28,Commercial Bank of Ethiopia,goid,0.7086985111236572,negative,1
5,2025-04-27,Commercial Bank of Ethiopia,good appearance,0.9998477697372437,positive,1
5,2025-04-27,Commercial Bank of Ethiopia,good app,0.9998493194580078,positive,1
1,2025-04-26,Commercial Bank of Ethiopia,abinet kutafo,0.9704495072364808,positive,1
5,2025-04-26,Commercial Bank of Ethiopia,need support,0.9610944390296936,negative,1
1,2025-04-26,Commercial Bank of Ethiopia,bad mobile banking ever see life,0.9996273517608644,negative,1
5,2025-04-26,Commercial Bank of Ethiopia,nuree mahamud,0.9565324783325196,positive,1
5,2025-04-26,Commercial Bank of Ethiopia,super,0.998783528804779,positive,1
5,2025-04-26,Commercial Bank of Ethiopia,,0.7481208443641663,positive,1
5,2025-04-26,Commercial Bank of Ethiopia,like app,0.9840216040611268,positive,1
1,2025-04-26,Commercial Bank of Ethiopia,good,0.999816119670868,positive,1
5,2025-04-25,Commercial Bank of Ethiopia,nice,0.9998552799224854,positive,1
5,2025-04-25,Commercial Bank of Ethiopia,good,0.999816119670868,positive,1
1,2025-04-25,Commercial Bank of Ethiopia,bank bad,0.999760925769806,negative,1
5,2025-04-24,Commercial Bank of Ethiopia,tank,0.9976772665977478,negative,1
5,2025-04-24,Commercial Bank of Ethiopia,good add feature like bank statement show,0.9995484948158264,positive,1
5,2025-04-24,Commercial Bank of Ethiopia,nice,0.9998552799224854,positive,1
5,2025-04-21,Commercial Bank of Ethiopia,good,0.999816119670868,positive,1
5,2025-04-21,Commercial Bank of Ethiopia,good,0.999816119670868,positive,1
2,2025-04-21,Commercial Bank of Ethiopia,first frequent experience cbe app criticaltime failure suspend payment air 25 day zero explanation deduct sender account without deposit receiver act another fatal error bank company whole app though forcedbanke corporation without consent employersuser correspond corporation,0.9975861310958862,negative,1
5,2025-04-21,Commercial Bank of Ethiopia,wow amazing app,0.9998513460159302,positive,1
5,2025-04-21,Commercial Bank of Ethiopia,use ful,0.9949980974197388,negative,1
5,2025-04-21,Commercial Bank of Ethiopia,great app,0.999821126461029,positive,1
5,2025-04-20,Commercial Bank of Ethiopia,well app,0.9993765950202942,positive,1
4,2025-04-19,Commercial Bank of Ethiopia,actually inactive,0.9996507167816162,negative,1
4,2025-04-19,Commercial Bank of Ethiopia,good,0.999816119670868,positive,1
2,2025-04-19,Commercial Bank of Ethiopia,ok,0.9997851252555848,positive,1
5,2025-04-19,Commercial Bank of Ethiopia,good app,0.9998493194580078,positive,1
1,2025-04-19,Commercial Bank of Ethiopia,amazing,0.999875545501709,positive,1
5,2025-04-19,Commercial Bank of Ethiopia,like,0.9910564422607422,positive,1
2,2025-04-19,Commercial Bank of Ethiopia,slow one account use,0.9995694756507874,negative,1
5,2025-04-18,Commercial Bank of Ethiopia,ok,0.9997851252555848,positive,1
5,2025-04-18,Commercial Bank of Ethiopia,always cbe lead commercial bank,0.9981579184532166,positive,1
5,2025-04-18,Commercial Bank of Ethiopia,like,0.9910564422607422,positive,1
1,2025-04-18,Commercial Bank of Ethiopia,remove screenshot feature,0.998031198978424,negative,1
5,2025-04-18,Commercial Bank of Ethiopia,nice app network good connection,0.9998015761375428,positive,1
5,2025-04-18,Commercial Bank of Ethiopia,thank,0.9998283386230468,positive,1
1,2025-04-18,Commercial Bank of Ethiopia,can not take screenshot,0.9971965551376344,negative,1
3,2025-04-18,Commercial Bank of Ethiopia,every update make system well well march 19th 2025 update allow we screenshot guy not understand much really quick significant thing add extra step we make process draw back,0.987834334373474,negative,1
5,2025-04-17,Commercial Bank of Ethiopia,perfectly special,0.999879002571106,positive,1
5,2025-04-17,Commercial Bank of Ethiopia,fast reliable,0.9998382329940796,positive,1
5,2025-04-17,Commercial Bank of Ethiopia,good,0.999816119670868,positive,1
5,2025-04-17,Commercial Bank of Ethiopia,good application ever see ethiopia banking industry,0.9993940591812134,positive,1
5,2025-04-17,Commercial Bank of Ethiopia,great app,0.999821126461029,positive,1
3,2025-04-16,Commercial Bank of Ethiopia,sometimes not work load much,0.9990304708480836,negative,1
5,2025-04-16,Commercial Bank of Ethiopia,absolutely good app work flawlessly anytime anywhere,0.9998629093170166,positive,1
3,2025-04-16,Commercial Bank of Ethiopia,ok,0.9997851252555848,positive,1
5,2025-04-16,Commercial Bank of Ethiopia,nice app ever,0.9998384714126588,positive,1
5,2025-04-16,Commercial Bank of Ethiopia,good app,0.9998493194580078,positive,1
5,2025-04-15,Commercial Bank of Ethiopia,biometric security mobile banking available,0.9248896837234496,positive,1
5,2025-04-15,Commercial Bank of Ethiopia,great,0.9998630285263062,positive,1
5,2025-04-15,Commercial Bank of Ethiopia,nice service,0.9998397827148438,positive,1
5,2025-04-15,Commercial Bank of Ethiopia,great app,0.999821126461029,positive,1
5,2025-04-15,Commercial Bank of Ethiopia,special app,0.9957538843154908,positive,1
3,2025-04-14,Commercial Bank of Ethiopia,update version app take time download receipt,0.9705683588981628,negative,1
3,2025-04-14,Commercial Bank of Ethiopia,,0.7481208443641663,positive,1
5,2025-04-14,Commercial Bank of Ethiopia,good,0.999816119670868,positive,1
5,2025-04-14,Commercial Bank of Ethiopia,interesting app use every day fantastic,0.9998316764831544,positive,1
5,2025-04-14,Commercial Bank of Ethiopia,lebaa bank,0.9437296390533448,negative,1
1,2025-04-13,Commercial Bank of Ethiopia,can not scanrecognize bank interoperable qr code,0.9962028861045836,negative,1
5,2025-04-13,Commercial Bank of Ethiopia,ok,0.9997851252555848,positive,1
5,2025-04-13,Commercial Bank of Ethiopia,grateful app,0.9998038411140442,positive,1
5,2025-04-13,Commercial Bank of Ethiopia,100,0.9976649284362792,positive,1
3,2025-04-13,Commercial Bank of Ethiopia,everthe wellbeok,0.9855868816375732,positive,1
4,2025-04-12,Commercial Bank of Ethiopia,mobile banking app fast userfriendly issue encounter can not access bank statement within app kindly request feature add similar offer private bank mobile banking app,0.988586723804474,negative,1
5,2025-04-12,Commercial Bank of Ethiopia,nice app,0.9998061060905457,positive,1
5,2025-04-12,Commercial Bank of Ethiopia,app screenshot,0.9535914659500122,positive,1
5,2025-04-12,Commercial Bank of Ethiopia,good app,0.9998493194580078,positive,1
3,2025-04-11,Commercial Bank of Ethiopia,good app,0.9998493194580078,positive,1
5,2025-04-11,Commercial Bank of Ethiopia,,0.7481208443641663,positive,1
1,2025-04-11,Commercial Bank of Ethiopia,less network specially make fee utility purpose,0.9902448654174804,negative,1
5,2025-04-11,Commercial Bank of Ethiopia,nice,0.9998552799224854,positive,1
4,2025-04-10,Commercial Bank of Ethiopia,simply used,0.940497100353241,positive,1
5,2025-04-10,Commercial Bank of Ethiopia,wow keep,0.9997326731681824,positive,1
3,2025-04-10,Commercial Bank of Ethiopia,great app update can not take screen shot please try fix,0.9700927138328552,negative,1
5,2025-04-10,Commercial Bank of Ethiopia,good one,0.9998288154602052,positive,1
5,2025-04-10,Commercial Bank of Ethiopia,good app,0.9998493194580078,positive,1
5,2025-04-10,Commercial Bank of Ethiopia,everything easy thank cebe,0.9998242259025574,positive,1
5,2025-04-10,Commercial Bank of Ethiopia,,0.7481208443641663,positive,1
5,2025-04-09,Commercial Bank of Ethiopia,good,0.999816119670868,positive,1
5,2025-04-09,Commercial Bank of Ethiopia,ok,0.9997851252555848,positive,1
5,2025-04-09,Commercial Bank of Ethiopia,,0.7481208443641663,positive,1
5,2025-04-09,Commercial Bank of Ethiopia,good app,0.9998493194580078,positive,1
5,2025-04-09,Commercial Bank of Ethiopia,app say can not sync,0.9997133612632751,negative,1
5,2025-04-09,Commercial Bank of Ethiopia,waw,0.7346174120903015,negative,1
3,2025-04-09,Commercial Bank of Ethiopia,slow,0.9997313618659972,negative,1
4,2025-04-08,Commercial Bank of Ethiopia,work screen shot system,0.632206916809082,negative,1
1,2025-04-08,Commercial Bank of Ethiopia,nice aplication,0.9995850920677184,positive,1
5,2025-04-08,Commercial Bank of Ethiopia,good,0.999816119670868,positive,1
5,2025-04-08,Commercial Bank of Ethiopia,wonder full easy use,0.9983953833580016,positive,1
2,2025-04-08,Commercial Bank of Ethiopia,easy reliable,0.9998021721839904,positive,1
5,2025-04-07,Commercial Bank of Ethiopia,good,0.999816119670868,positive,1
5,2025-04-07,Commercial Bank of Ethiopia,useful app,0.9991915822029114,positive,1
5,2025-04-07,Commercial Bank of Ethiopia,good,0.999816119670868,positive,1
5,2025-04-07,Commercial Bank of Ethiopia,perfect app,0.9998340606689452,positive,1
5,2025-04-07,Commercial Bank of Ethiopia,like,0.9910564422607422,positive,1
3,2025-04-06,Commercial Bank of Ethiopia,bug,0.9996434450149536,negative,1
5,2025-04-06,Commercial Bank of Ethiopia,commerial bank,0.681026041507721,negative,1
2,2025-04-06,Commercial Bank of Ethiopia,genat biru,0.966159999370575,negative,1
5,2025-04-06,Commercial Bank of Ethiopia,,0.7481208443641663,positive,1
4,2025-04-06,Commercial Bank of Ethiopia,good not allow screen shot,0.8954716920852661,positive,1
5,2025-04-06,Commercial Bank of Ethiopia,good one,0.9998288154602052,positive,1
2,2025-04-06,Commercial Bank of Ethiopia,need copy many thing bank app like amoledashen,0.9943307638168336,negative,1
1,2025-04-05,Commercial Bank of Ethiopia,bring back screenshot feature,0.9967185854911804,positive,1
3,2025-04-05,Commercial Bank of Ethiopia,good,0.999816119670868,positive,1
1,2025-04-05,Commercial Bank of Ethiopia,good app experience smooth transaction among customer,0.9996459484100342,positive,1
